var,cat1,cat2
V6063,cat_2,cat_5
V6064,cat_2,cat_5
V6065,cat_2,cat_5
V6066,cat_2,cat_5
V6067,cat_2,cat_5
V6068,cat_2,cat_5
V6069,cat_2,cat_5
V6070,cat_2,cat_5
V6071,cat_2,cat_5
V6072,cat_2,cat_5
V6073,cat_2,cat_5
V6074,cat_2,cat_5
V6075,cat_2,cat_5
V6076,cat_2,cat_5
V6077,cat_2,cat_5
V6078,cat_2,cat_5
V6079,cat_2,cat_5
V6080,cat_2,cat_5
V6081,cat_2,cat_5
V6082,cat_2,cat_5
V6083,cat_2,cat_5
V6084,cat_2,cat_5
V6085,cat_2,cat_5
V6086,cat_2,cat_5
V6087,cat_2,cat_5
V6088,cat_2,cat_5
V6089,cat_2,cat_5
V6090,cat_2,cat_5
V6091,cat_2,cat_5
V6092,cat_2,cat_5
V6093,cat_2,cat_5
V6094,cat_2,cat_5
V6095,cat_2,cat_5
V6096,cat_2,cat_5
V6097,cat_2,cat_5
V6098,cat_2,cat_5
V6099,cat_2,cat_5
V6100,cat_2,cat_5
V6101,cat_2,cat_5
V6102,cat_2,cat_5
V6103,cat_2,cat_5
V6104,cat_2,cat_5
V6105,cat_2,cat_5
V6106,cat_2,cat_5
V6107,cat_2,cat_5
V6108,cat_2,cat_5
V6109,cat_2,cat_5
V6110,cat_2,cat_5
V6111,cat_2,cat_5
V6112,cat_2,cat_5
V6113,cat_2,cat_5
V6114,cat_2,cat_5
V6115,cat_2,cat_5
V6116,cat_2,cat_5
V6117,cat_2,cat_5
V6118,cat_2,cat_5
V6119,cat_2,cat_5
V6120,cat_2,cat_5
V6121,cat_2,cat_5
V6122,cat_2,cat_5
V6123,cat_2,cat_5
V6124,cat_2,cat_5
V6125,cat_2,cat_5
V6126,cat_2,cat_5
V6127,cat_2,cat_5
V6128,cat_2,cat_5
V6129,cat_2,cat_5
V6130,cat_2,cat_5
V6131,cat_2,cat_5
V6132,cat_2,cat_5
V6133,cat_2,cat_5
V6134,cat_2,cat_5
V6135,cat_2,cat_5
V6136,cat_2,cat_5
V6137,cat_2,cat_5
V6138,cat_2,cat_5
V6139,cat_2,cat_5
V6140,cat_2,cat_5
V6141,cat_2,cat_5
V6142,cat_2,cat_5
V6143,cat_2,cat_5
V6144,cat_2,cat_5
V6145,cat_2,cat_5
V6146,cat_2,cat_5
V6147,cat_2,cat_5
V6148,cat_2,cat_5
V6149,cat_2,cat_5
V6150,cat_2,cat_5
V6151,cat_2,cat_5
V6152,cat_2,cat_5
V6153,cat_2,cat_5
V6154,cat_2,cat_5
V6155,cat_2,cat_5
V6156,cat_2,cat_5
V6157,cat_2,cat_5
V6158,cat_2,cat_5
V6159,cat_2,cat_5
V6160,cat_2,cat_5
V6161,cat_2,cat_5
V6162,cat_2,cat_5
V6163,cat_2,cat_5
V6164,cat_2,cat_5
V6165,cat_2,cat_5
V6166,cat_2,cat_5
V6167,cat_2,cat_5
V6168,cat_2,cat_5
V6169,cat_2,cat_5
V6170,cat_2,cat_5
V6171,cat_2,cat_5
V6172,cat_2,cat_5
V6173,cat_2,cat_5
V6174,cat_2,cat_5
V6175,cat_2,cat_5
V6176,cat_2,cat_5
V6177,cat_2,cat_5
V6178,cat_2,cat_5
V6179,cat_2,cat_5
V6180,cat_2,cat_5
V6181,cat_2,cat_5
V6182,cat_2,cat_5
V6183,cat_2,cat_5
V6184,cat_2,cat_5
V6185,cat_2,cat_5
V6186,cat_2,cat_5
V6187,cat_2,cat_5
V6188,cat_2,cat_5
V6189,cat_2,cat_5
V6190,cat_2,cat_5
V6191,cat_2,cat_5
V6192,cat_2,cat_5
V6193,cat_2,cat_5
V6194,cat_2,cat_5
V6195,cat_2,cat_5
V6196,cat_2,cat_5
V6197,cat_2,cat_5
V6198,cat_2,cat_5
V6199,cat_2,cat_5
V6200,cat_2,cat_5
V6201,cat_2,cat_5
V6202,cat_2,cat_5
V6203,cat_2,cat_5
V6204,cat_2,cat_5
V6205,cat_2,cat_5
V6206,cat_2,cat_5
V6207,cat_2,cat_5
V6208,cat_2,cat_5
V6209,cat_2,cat_5
V6210,cat_2,cat_5
V6211,cat_2,cat_5
V6212,cat_2,cat_5
V6213,cat_2,cat_5
V6214,cat_2,cat_5
V6215,cat_2,cat_5
V6216,cat_2,cat_5
V6217,cat_2,cat_5
V6218,cat_2,cat_5
V6219,cat_2,cat_5
V6220,cat_2,cat_5
V6221,cat_2,cat_5
V6222,cat_2,cat_5
V6223,cat_2,cat_5
V6224,cat_2,cat_5
V6225,cat_2,cat_5
V6226,cat_2,cat_5
V6227,cat_2,cat_5
V6228,cat_2,cat_5
V6229,cat_2,cat_5
V6230,cat_2,cat_5
V6231,cat_2,cat_5
V6232,cat_2,cat_5
V6233,cat_2,cat_5
V6234,cat_2,cat_5
V6235,cat_2,cat_5
V6236,cat_2,cat_5
V6237,cat_2,cat_5
V6238,cat_2,cat_5
V6239,cat_2,cat_5
V6240,cat_2,cat_5
V6241,cat_2,cat_5
V6242,cat_2,cat_5
V6243,cat_2,cat_5
V6244,cat_2,cat_5
V6245,cat_2,cat_5
V6246,cat_2,cat_5
V6247,cat_2,cat_5
V6248,cat_2,cat_5
V6249,cat_2,cat_5
V6250,cat_2,cat_5
V6251,cat_2,cat_5
V6252,cat_2,cat_5
V6253,cat_2,cat_5
V6254,cat_2,cat_5
V6255,cat_2,cat_5
V6256,cat_2,cat_5
V6257,cat_2,cat_5
V6258,cat_2,cat_5
V6259,cat_2,cat_5
V6260,cat_2,cat_5
V6261,cat_2,cat_5
V6262,cat_2,cat_5
V6263,cat_2,cat_5
V6264,cat_2,cat_5
V6265,cat_2,cat_5
V6266,cat_2,cat_5
V6267,cat_2,cat_5
V6268,cat_2,cat_5
V6269,cat_2,cat_5
V6270,cat_2,cat_5
V6271,cat_2,cat_5
V6272,cat_2,cat_5
V6273,cat_2,cat_5
V6274,cat_2,cat_5
V6275,cat_2,cat_5
V6276,cat_2,cat_5
V6277,cat_2,cat_5
V6278,cat_2,cat_5
V6279,cat_2,cat_5
V6280,cat_2,cat_5
V6281,cat_2,cat_5
V6282,cat_2,cat_5
V6283,cat_2,cat_5
V6284,cat_2,cat_5
V6285,cat_2,cat_5
V6286,cat_2,cat_5
V6287,cat_2,cat_5
V6288,cat_2,cat_5
V6289,cat_2,cat_5
V6290,cat_2,cat_5
V6291,cat_2,cat_5
V6292,cat_2,cat_5
V6293,cat_2,cat_5
V6294,cat_2,cat_5
V6295,cat_2,cat_5
V6296,cat_2,cat_5
V6297,cat_2,cat_5
V6298,cat_2,cat_5
V6299,cat_2,cat_5
V6300,cat_2,cat_5
V6301,cat_2,cat_5
V6302,cat_2,cat_5
V6303,cat_2,cat_5
V6304,cat_2,cat_5
V6305,cat_2,cat_5
V6306,cat_2,cat_5
V6307,cat_2,cat_5
V6308,cat_2,cat_5
V6309,cat_2,cat_5
V6310,cat_2,cat_5
V6311,cat_2,cat_5
V6312,cat_2,cat_5
V6313,cat_2,cat_5
V6314,cat_2,cat_5
V6315,cat_2,cat_5
V6316,cat_2,cat_5
V6317,cat_2,cat_5
V6318,cat_2,cat_5
V6319,cat_2,cat_5
V6320,cat_2,cat_5
V6321,cat_2,cat_5
V6322,cat_2,cat_5
V6323,cat_2,cat_5
V6324,cat_2,cat_5
V6325,cat_2,cat_5
V6326,cat_2,cat_5
V6327,cat_2,cat_5
V6328,cat_2,cat_5
V6329,cat_2,cat_5
V6330,cat_2,cat_5
V6331,cat_2,cat_5
V6332,cat_2,cat_5
V6333,cat_2,cat_5
V6334,cat_2,cat_5
V6335,cat_2,cat_5
V6336,cat_2,cat_5
V6337,cat_2,cat_5
V6338,cat_2,cat_5
V6339,cat_2,cat_5
V6340,cat_2,cat_5
V6341,cat_2,cat_5
V6342,cat_2,cat_5
V6343,cat_2,cat_5
V6344,cat_2,cat_5
V6345,cat_2,cat_5
V6346,cat_2,cat_5
V6347,cat_2,cat_5
V6348,cat_2,cat_5
V6349,cat_2,cat_5
V6350,cat_2,cat_5
V6351,cat_2,cat_5
V6352,cat_2,cat_5
V6353,cat_2,cat_5
V6354,cat_2,cat_5
V6355,cat_2,cat_5
V6356,cat_2,cat_5
V6357,cat_2,cat_5
V6358,cat_2,cat_5
V6359,cat_2,cat_5
V6360,cat_2,cat_5
V6361,cat_2,cat_5
V6362,cat_2,cat_5
V6363,cat_2,cat_5
V6364,cat_2,cat_5
V6365,cat_2,cat_5
V6366,cat_2,cat_5
V6367,cat_2,cat_5
V6368,cat_2,cat_5
V6369,cat_2,cat_5
V6370,cat_2,cat_5
V6371,cat_2,cat_5
V6372,cat_2,cat_5
V6373,cat_2,cat_5
V6374,cat_2,cat_5
V6375,cat_2,cat_5
V6376,cat_2,cat_5
V6377,cat_2,cat_5
V6378,cat_2,cat_5
V6379,cat_2,cat_5
V6380,cat_2,cat_5
V6381,cat_2,cat_5
V6382,cat_2,cat_5
V6383,cat_2,cat_5
V6384,cat_2,cat_5
V6385,cat_2,cat_5
V6386,cat_2,cat_5
V6387,cat_2,cat_5
V6388,cat_2,cat_5
V6389,cat_2,cat_5
V6390,cat_2,cat_5
V6391,cat_2,cat_5
V6392,cat_2,cat_5
V6393,cat_2,cat_5
V6394,cat_2,cat_5
V6395,cat_2,cat_5
V6396,cat_2,cat_5
V6397,cat_2,cat_5
V6398,cat_2,cat_5
V6399,cat_2,cat_5
V6400,cat_2,cat_5
V6401,cat_2,cat_5
V6402,cat_2,cat_5
V6403,cat_2,cat_5
V6404,cat_2,cat_5
V6405,cat_2,cat_5
V6406,cat_2,cat_5
V6407,cat_2,cat_5
V6408,cat_2,cat_5
V6409,cat_2,cat_5
V6410,cat_2,cat_5
V6411,cat_2,cat_5
V6412,cat_2,cat_5
V6413,cat_2,cat_5
V6414,cat_2,cat_5
V6415,cat_2,cat_5
V6416,cat_2,cat_5
V6417,cat_2,cat_5
V6418,cat_2,cat_5
V6419,cat_2,cat_5
V6420,cat_2,cat_5
V6421,cat_2,cat_5
V6422,cat_2,cat_5
V6423,cat_2,cat_5
V6424,cat_2,cat_5
V6425,cat_2,cat_5
V6426,cat_2,cat_5
V6427,cat_2,cat_5
V6428,cat_2,cat_5
V6429,cat_2,cat_5
V6430,cat_2,cat_5
V6431,cat_2,cat_5
V6432,cat_2,cat_5
V6433,cat_2,cat_5
V6434,cat_2,cat_5
V6435,cat_2,cat_5
V6436,cat_2,cat_5
V6437,cat_2,cat_5
V6438,cat_2,cat_5
V6439,cat_2,cat_5
V6440,cat_2,cat_5
V6441,cat_2,cat_5
V6442,cat_2,cat_5
V6443,cat_2,cat_5
V6444,cat_2,cat_5
V6445,cat_2,cat_5
V6446,cat_2,cat_5
V6447,cat_2,cat_5
V6448,cat_2,cat_5
V6449,cat_2,cat_5
V6450,cat_2,cat_5
V6451,cat_2,cat_5
V6452,cat_2,cat_5
V6453,cat_2,cat_5
V6454,cat_2,cat_5
V6455,cat_2,cat_5
V6456,cat_2,cat_5
V6457,cat_2,cat_5
V6458,cat_2,cat_5
V6459,cat_2,cat_5
V6460,cat_2,cat_5
V6461,cat_2,cat_5
V6462,cat_2,cat_5
V6463,cat_2,cat_5
V6464,cat_2,cat_5
V6465,cat_2,cat_5
V6466,cat_2,cat_5
V6467,cat_2,cat_5
V6468,cat_2,cat_5
V6469,cat_2,cat_5
V6470,cat_2,cat_5
V6471,cat_2,cat_5
V6472,cat_2,cat_5
V6473,cat_2,cat_5
V6474,cat_2,cat_5
V6475,cat_2,cat_5
V6476,cat_2,cat_5
V6477,cat_2,cat_5
V6478,cat_2,cat_5
V6479,cat_2,cat_5
V6480,cat_2,cat_5
V6481,cat_2,cat_5
V6482,cat_2,cat_5
V6483,cat_2,cat_5
V6484,cat_2,cat_5
V6485,cat_2,cat_5
V6486,cat_2,cat_5
V6487,cat_2,cat_5
V6488,cat_2,cat_5
V6489,cat_2,cat_5
V6490,cat_2,cat_5
V6491,cat_2,cat_5
V6492,cat_2,cat_5
V6493,cat_2,cat_5
V6494,cat_2,cat_5
V6495,cat_2,cat_5
V6496,cat_2,cat_5
V6497,cat_2,cat_5
V6498,cat_2,cat_5
V6499,cat_2,cat_5
V6500,cat_2,cat_5
V6501,cat_2,cat_5
V6502,cat_2,cat_5
V6503,cat_2,cat_5
V6504,cat_2,cat_5
V6505,cat_2,cat_5
V6506,cat_2,cat_5
V6507,cat_2,cat_5
V6508,cat_2,cat_5
V6509,cat_2,cat_5
V6510,cat_2,cat_5
V6511,cat_2,cat_5
V6512,cat_2,cat_5
V6513,cat_2,cat_5
V6514,cat_2,cat_5
V6515,cat_2,cat_5
V6516,cat_2,cat_5
V6517,cat_2,cat_5
V6518,cat_2,cat_5
V6519,cat_2,cat_5
V6520,cat_2,cat_5
V6521,cat_2,cat_5
V6522,cat_2,cat_5
V6523,cat_2,cat_5
V6524,cat_2,cat_5
V6525,cat_2,cat_5
V6526,cat_2,cat_5
V6527,cat_2,cat_5
V6528,cat_2,cat_5
V6529,cat_2,cat_5
V6530,cat_2,cat_5
V6531,cat_2,cat_5
V6532,cat_2,cat_5
V6533,cat_2,cat_5
V6534,cat_2,cat_5
V6535,cat_2,cat_5
V6536,cat_2,cat_5
V6537,cat_2,cat_5
V6538,cat_2,cat_5
V6539,cat_2,cat_5
V6540,cat_2,cat_5
V6541,cat_2,cat_5
V6542,cat_2,cat_5
V6543,cat_2,cat_5
V6544,cat_2,cat_5
V6545,cat_2,cat_5
V6546,cat_2,cat_5
V6547,cat_2,cat_5
V6548,cat_2,cat_5
V6549,cat_2,cat_5
V6550,cat_2,cat_5
V6551,cat_2,cat_5
V6552,cat_2,cat_5
V6553,cat_2,cat_5
V6554,cat_2,cat_5
V6555,cat_2,cat_5
V6556,cat_2,cat_5
V6557,cat_2,cat_5
V6558,cat_2,cat_5
V6559,cat_2,cat_5
V6560,cat_2,cat_5
V6561,cat_2,cat_5
V6562,cat_2,cat_5
V6563,cat_2,cat_5
V6564,cat_2,cat_5
V6565,cat_2,cat_5
V6566,cat_2,cat_5
V6567,cat_2,cat_5
V6568,cat_2,cat_5
V6569,cat_2,cat_5
V6570,cat_2,cat_5
V6571,cat_2,cat_5
V6572,cat_2,cat_5
V6573,cat_2,cat_5
V6574,cat_2,cat_5
V6575,cat_2,cat_5
V6576,cat_2,cat_5
V6577,cat_2,cat_5
V6578,cat_2,cat_5
V6579,cat_2,cat_5
V6580,cat_2,cat_5
V6581,cat_2,cat_5
V6582,cat_2,cat_5
V6583,cat_2,cat_5
V6584,cat_2,cat_5
V6585,cat_2,cat_5
V6586,cat_2,cat_5
V6587,cat_2,cat_5
V6588,cat_2,cat_5
V6589,cat_2,cat_5
V6590,cat_2,cat_5
V6591,cat_2,cat_5
V6592,cat_2,cat_5
V6593,cat_2,cat_5
V6594,cat_2,cat_5
V6595,cat_2,cat_5
V6596,cat_2,cat_5
V6597,cat_2,cat_5
V6598,cat_2,cat_5
V6599,cat_2,cat_5
V6600,cat_2,cat_5
V6601,cat_2,cat_5
V6602,cat_2,cat_5
V6603,cat_2,cat_5
V6604,cat_2,cat_5
V6605,cat_2,cat_5
V6606,cat_2,cat_5
V6607,cat_2,cat_5
V6608,cat_2,cat_5
V6609,cat_2,cat_5
V6610,cat_2,cat_5
V6611,cat_2,cat_5
V6612,cat_2,cat_5
V6613,cat_2,cat_5
V6614,cat_2,cat_5
V6615,cat_2,cat_5
V6616,cat_2,cat_5
V6617,cat_2,cat_5
V6618,cat_2,cat_5
V6619,cat_2,cat_5
V6620,cat_2,cat_5
V6621,cat_2,cat_5
V6622,cat_2,cat_5
V6623,cat_2,cat_5
V6624,cat_2,cat_5
V6625,cat_2,cat_5
V6626,cat_2,cat_5
V6627,cat_2,cat_5
V6628,cat_2,cat_5
V6629,cat_2,cat_5
V6630,cat_2,cat_5
V6631,cat_2,cat_5
V6632,cat_2,cat_5
V6633,cat_2,cat_5
V6634,cat_2,cat_5
V6635,cat_2,cat_5
V6636,cat_2,cat_5
V6637,cat_2,cat_5
V6638,cat_2,cat_5
V6639,cat_2,cat_5
V6640,cat_2,cat_5
V6641,cat_2,cat_5
V6642,cat_2,cat_5
V6643,cat_2,cat_5
V6644,cat_2,cat_5
V6645,cat_2,cat_5
V6646,cat_2,cat_5
V6647,cat_2,cat_5
V6648,cat_2,cat_5
V6649,cat_2,cat_5
V6650,cat_2,cat_5
V6651,cat_2,cat_5
V6652,cat_2,cat_5
V6653,cat_2,cat_5
V6654,cat_2,cat_5
V6655,cat_2,cat_5
V6656,cat_2,cat_5
V6657,cat_2,cat_5
V6658,cat_2,cat_5
V6659,cat_2,cat_5
V6660,cat_2,cat_5
V6661,cat_2,cat_5
V6662,cat_2,cat_5
V6663,cat_2,cat_5
V6664,cat_2,cat_5
V6665,cat_2,cat_5
V6666,cat_2,cat_5
V6667,cat_2,cat_5
V6668,cat_2,cat_5
V6669,cat_2,cat_5
V6670,cat_2,cat_5
V6671,cat_2,cat_5
V6672,cat_2,cat_5
V6673,cat_2,cat_5
V6674,cat_2,cat_5
V6675,cat_2,cat_5
V6676,cat_2,cat_5
V6677,cat_2,cat_5
V6678,cat_2,cat_5
V6679,cat_2,cat_5
V6680,cat_2,cat_5
V6681,cat_2,cat_5
V6682,cat_2,cat_5
V6683,cat_2,cat_5
V6684,cat_2,cat_5
V6685,cat_2,cat_5
V6686,cat_2,cat_5
V6687,cat_2,cat_5
V6688,cat_2,cat_5
V6689,cat_2,cat_5
V6690,cat_2,cat_5
V6691,cat_2,cat_5
V6692,cat_2,cat_5
V6693,cat_2,cat_5
V6694,cat_2,cat_5
V6695,cat_2,cat_5
V6696,cat_2,cat_5
V6697,cat_2,cat_5
V6698,cat_2,cat_5
V6699,cat_2,cat_5
V6700,cat_2,cat_5
V6701,cat_2,cat_5
V6702,cat_2,cat_5
V6703,cat_2,cat_5
V6704,cat_2,cat_5
V6705,cat_2,cat_5
V6706,cat_2,cat_5
V6707,cat_2,cat_5
V6708,cat_2,cat_5
V6709,cat_2,cat_5
V6710,cat_2,cat_5
V6711,cat_2,cat_5
V6712,cat_2,cat_5
V6713,cat_2,cat_5
V6714,cat_2,cat_5
V6715,cat_2,cat_5
V6716,cat_2,cat_5
V6717,cat_2,cat_5
V6718,cat_2,cat_5
V6719,cat_2,cat_5
V6720,cat_2,cat_5
V6721,cat_2,cat_5
V6722,cat_2,cat_5
V6723,cat_2,cat_5
V6724,cat_2,cat_5
V6725,cat_2,cat_5
V6726,cat_2,cat_5
V6727,cat_2,cat_5
V6728,cat_2,cat_5
V6729,cat_2,cat_5
V6730,cat_2,cat_5
V6731,cat_2,cat_5
V6732,cat_2,cat_5
V6733,cat_2,cat_5
V6734,cat_2,cat_5
V6735,cat_2,cat_5
V6736,cat_2,cat_5
V6737,cat_2,cat_5
V6738,cat_2,cat_5
V6739,cat_2,cat_5
V6740,cat_2,cat_5
V6741,cat_2,cat_5
V6742,cat_2,cat_5
V6743,cat_2,cat_5
V6744,cat_2,cat_5
V6745,cat_2,cat_5
V6746,cat_2,cat_5
V6747,cat_2,cat_5
V6748,cat_2,cat_5
V6749,cat_2,cat_5
V6750,cat_2,cat_5
V6751,cat_2,cat_5
V6752,cat_2,cat_5
V6753,cat_2,cat_5
V6754,cat_2,cat_5
V6755,cat_2,cat_5
V6756,cat_2,cat_5
V6757,cat_2,cat_5
V6758,cat_2,cat_5
V6759,cat_2,cat_5
V6760,cat_2,cat_5
V6761,cat_2,cat_5
V6762,cat_2,cat_5
V6763,cat_2,cat_5
V6764,cat_2,cat_5
V6765,cat_2,cat_5
V6766,cat_2,cat_5
V6767,cat_2,cat_5
V6768,cat_2,cat_5
V6769,cat_2,cat_5
V6770,cat_2,cat_5
V6771,cat_2,cat_5
V6772,cat_2,cat_5
V6773,cat_2,cat_5
V6774,cat_2,cat_5
V6775,cat_2,cat_5
V6776,cat_2,cat_5
V6777,cat_2,cat_5
V6778,cat_2,cat_5
V6779,cat_2,cat_5
V6780,cat_2,cat_5
V6781,cat_2,cat_5
V6782,cat_2,cat_5
V6783,cat_2,cat_5
V6784,cat_2,cat_5
V6785,cat_2,cat_5
V6786,cat_2,cat_5
V6787,cat_2,cat_5
V6788,cat_2,cat_5
V6789,cat_2,cat_5
V6790,cat_2,cat_5
V6791,cat_2,cat_5
V6792,cat_2,cat_5
V6793,cat_2,cat_5
V6794,cat_2,cat_5
V6795,cat_2,cat_5
V6796,cat_2,cat_5
V6797,cat_2,cat_5
V6798,cat_2,cat_5
V6799,cat_2,cat_5
V6800,cat_2,cat_5
V6801,cat_2,cat_5
V6802,cat_2,cat_5
V6803,cat_2,cat_5
V6804,cat_2,cat_5
V6805,cat_2,cat_5
V6806,cat_2,cat_5
V6807,cat_2,cat_5
V6808,cat_2,cat_5
V6809,cat_2,cat_5
V6810,cat_2,cat_5
V6811,cat_2,cat_5
V6812,cat_2,cat_5
V6813,cat_2,cat_5
V6814,cat_2,cat_5
V6815,cat_2,cat_5
V6816,cat_2,cat_5
V6817,cat_2,cat_5
V6818,cat_2,cat_5
V6819,cat_2,cat_5
V6820,cat_2,cat_5
V6821,cat_2,cat_5
V6822,cat_2,cat_5
V6823,cat_2,cat_5
V6824,cat_2,cat_5
V6825,cat_2,cat_5
V6826,cat_2,cat_5
V6827,cat_2,cat_5
V6828,cat_2,cat_5
V6829,cat_2,cat_5
V6830,cat_2,cat_5
V6831,cat_2,cat_5
V6832,cat_2,cat_5
V6833,cat_2,cat_5
V6834,cat_2,cat_5
V6835,cat_2,cat_5
V6836,cat_2,cat_5
V6837,cat_2,cat_5
V6838,cat_2,cat_5
V6839,cat_2,cat_5
V6840,cat_2,cat_5
V6841,cat_2,cat_5
V6842,cat_2,cat_5
V6843,cat_2,cat_5
V6844,cat_2,cat_5
V6845,cat_2,cat_5
V6846,cat_2,cat_5
V6847,cat_2,cat_5
V6848,cat_2,cat_5
V6849,cat_2,cat_5
V6850,cat_2,cat_5
V6851,cat_2,cat_5
V6852,cat_2,cat_5
V6853,cat_2,cat_5
V6854,cat_2,cat_5
V6855,cat_2,cat_5
V6856,cat_2,cat_5
V6857,cat_2,cat_5
V6858,cat_2,cat_5
V6859,cat_2,cat_5
V6860,cat_2,cat_5
V6861,cat_2,cat_5
V6862,cat_2,cat_5
V6863,cat_2,cat_5
V6864,cat_2,cat_5
V6865,cat_2,cat_5
V6866,cat_2,cat_5
V6867,cat_2,cat_5
V6868,cat_2,cat_5
V6869,cat_2,cat_5
V6870,cat_2,cat_5
V6871,cat_2,cat_5
V6872,cat_2,cat_5
V6873,cat_2,cat_5
V6874,cat_2,cat_5
V6875,cat_2,cat_5
V6876,cat_2,cat_5
V6877,cat_2,cat_5
V6878,cat_2,cat_5
V6879,cat_2,cat_5
V6880,cat_2,cat_5
V6881,cat_2,cat_5
V6882,cat_2,cat_5
V6883,cat_2,cat_5
V6884,cat_2,cat_5
V6885,cat_2,cat_5
V6886,cat_2,cat_5
V6887,cat_2,cat_5
V6888,cat_2,cat_5
V6889,cat_2,cat_5
V6890,cat_2,cat_5
V6891,cat_2,cat_5
V6892,cat_2,cat_5
V6893,cat_2,cat_5
V6894,cat_2,cat_5
V6895,cat_2,cat_5
V6896,cat_2,cat_5
V6897,cat_2,cat_5
V6898,cat_2,cat_5
V6899,cat_2,cat_5
V6900,cat_2,cat_5
V6901,cat_2,cat_5
V6902,cat_2,cat_5
V6903,cat_2,cat_5
V6904,cat_2,cat_5
V6905,cat_2,cat_5
V6906,cat_2,cat_5
V6907,cat_2,cat_5
V6908,cat_2,cat_5
V6909,cat_2,cat_5
V6910,cat_2,cat_5
V6911,cat_2,cat_5
V6912,cat_2,cat_5
V6913,cat_2,cat_5
V6914,cat_2,cat_5
V6915,cat_2,cat_5
V6916,cat_2,cat_5
V6917,cat_2,cat_5
V6918,cat_2,cat_5
V6919,cat_2,cat_5
V6920,cat_2,cat_5
V6921,cat_2,cat_5
V6922,cat_2,cat_5
V6923,cat_2,cat_5
V6924,cat_2,cat_5
V6925,cat_2,cat_5
V6926,cat_2,cat_5
V6927,cat_2,cat_5
V6928,cat_2,cat_5
V6929,cat_2,cat_5
V6930,cat_2,cat_5
V6931,cat_2,cat_5
V6932,cat_2,cat_5
V6933,cat_2,cat_5
V6934,cat_2,cat_5
V6935,cat_2,cat_5
V6936,cat_2,cat_5
V6937,cat_2,cat_5
V6938,cat_2,cat_5
V6939,cat_2,cat_5
V6940,cat_2,cat_5
V6941,cat_2,cat_5
V6942,cat_2,cat_5
V6943,cat_2,cat_5
V6944,cat_2,cat_5
V6945,cat_2,cat_5
V6946,cat_2,cat_5
V6947,cat_2,cat_5
V6948,cat_2,cat_5
V6949,cat_2,cat_5
V6950,cat_2,cat_5
V6951,cat_2,cat_5
V6952,cat_2,cat_5
V6953,cat_2,cat_5
V6954,cat_2,cat_5
V6955,cat_2,cat_5
V6956,cat_2,cat_5
V6957,cat_2,cat_5
V6958,cat_2,cat_5
V6959,cat_2,cat_5
V6960,cat_2,cat_5
V6961,cat_2,cat_5
V6962,cat_2,cat_5
V6963,cat_2,cat_5
V6964,cat_2,cat_5
V6965,cat_2,cat_5
V6966,cat_2,cat_5
V6967,cat_2,cat_5
V6968,cat_2,cat_5
V6969,cat_2,cat_5
V6970,cat_2,cat_5
V6971,cat_2,cat_5
V6972,cat_2,cat_5
V6973,cat_2,cat_5
V6974,cat_2,cat_5
V6975,cat_2,cat_5
V6976,cat_2,cat_5
V6977,cat_2,cat_5
V6978,cat_2,cat_5
V6979,cat_2,cat_5
V6980,cat_2,cat_5
V6981,cat_2,cat_5
V6982,cat_2,cat_5
V6983,cat_2,cat_5
V6984,cat_2,cat_5
V6985,cat_2,cat_5
V6986,cat_2,cat_5
V6987,cat_2,cat_5
V6988,cat_2,cat_5
V6989,cat_2,cat_5
V6990,cat_2,cat_5
V6991,cat_2,cat_5
V6992,cat_2,cat_5
V6993,cat_2,cat_5
V6994,cat_2,cat_5
V6995,cat_2,cat_5
V6996,cat_2,cat_5
V6997,cat_2,cat_5
V6998,cat_2,cat_5
V6999,cat_2,cat_5
V7000,cat_2,cat_5
V7001,cat_2,cat_5
V7002,cat_2,cat_5
V7003,cat_2,cat_5
V7004,cat_2,cat_5
V7005,cat_2,cat_5
V7006,cat_2,cat_5
V7007,cat_2,cat_5
V7008,cat_2,cat_5
V7009,cat_2,cat_5
V7010,cat_2,cat_5
V7011,cat_2,cat_5
V7012,cat_2,cat_5
V7013,cat_2,cat_5
V7014,cat_2,cat_5
V7015,cat_2,cat_5
V7016,cat_2,cat_5
V7017,cat_2,cat_5
V7018,cat_2,cat_5
V7019,cat_2,cat_5
V7020,cat_2,cat_5
V7021,cat_2,cat_5
V7022,cat_2,cat_5
V7023,cat_2,cat_5
V7024,cat_2,cat_5
V7025,cat_2,cat_5
V7026,cat_2,cat_5
V7027,cat_2,cat_5
V7028,cat_2,cat_5
V7029,cat_2,cat_5
V7030,cat_2,cat_5
V7031,cat_2,cat_5
V7032,cat_2,cat_5
V7033,cat_2,cat_5
V7034,cat_2,cat_5
V7035,cat_2,cat_5
V7036,cat_2,cat_5
V7037,cat_2,cat_5
V7038,cat_2,cat_5
V7039,cat_2,cat_5
V7040,cat_2,cat_5
V7041,cat_2,cat_5
V7042,cat_2,cat_5
V7043,cat_2,cat_5
V7044,cat_2,cat_5
V7045,cat_2,cat_5
V7046,cat_2,cat_5
V7047,cat_2,cat_5
V7048,cat_2,cat_5
V7049,cat_2,cat_5
V7050,cat_2,cat_5
V7051,cat_2,cat_5
V7052,cat_2,cat_5
V7053,cat_2,cat_5
V7054,cat_2,cat_5
V7055,cat_2,cat_5
V7056,cat_2,cat_5
V7057,cat_2,cat_5
V7058,cat_2,cat_5
V7059,cat_2,cat_5
V7060,cat_2,cat_5
V7061,cat_2,cat_5
